,Title,Year,Publisher,Genre,Platform,Metascore,Avg_Userscore,No_Players
1308,Civilization III: Conquests,2003,FiraxisGames,Strategy;Turn-Based;Historic;Historic;4X,PC,86,8.3,not specified
1309,Turok 2: Seeds of Evil,1998,IguanaEntertainment,Action;Shooter;First-Person;Sci-Fi,Nintendo64,86,8.2,1-4 
1310,Path of Exile,2013,GrindingGearGames,Action RPG;Role-Playing;Action RPG,PC,86,8.0,Online Multiplayer
1311,Battlefield: Bad Company 2 Vietnam,2010,EADICE,Action;Shooter;Shooter;First-Person;Modern;Modern;Arcade,PC,86,8.1,not specified
1312,Guilty Gear Xrd: Rev 2,2017,ArcSystemWorks,Action;Fighting;2D,PlayStation4,86,7.9,not specified
1313,OlliOlli2: Welcome to Olliwood,2015,roll7,Sports;Alternative;Individual;Skateboarding;Skate / Skateboard,PlayStation4,86,6.5,not specified
1314,Assassin's Creed II,2010,UbisoftMontreal,Action Adventure;Historic;Historic;Open-World,PC,86,7.0,No Online Multiplayer
1315,Forza Motorsport 7,2017,Turn10,Racing;Simulation;Automobile,XboxOne,86,5.9,Up to 24 
1316,Lovers in a Dangerous Spacetime,2017,AsteroidBase,Action;Shooter;Shoot-'Em-Up;Horizontal,Switch,86,8.0,No Online Multiplayer
1317,NHL 08,2007,EACanada,Sports;Traditional;Team;Ice Hockey;Sim;Sim,PlayStation3,86,6.9,1-8 
1318,Mortal Kombat X,2015,"WarnerBros.InteractiveEntertainment,NetherRealmStudios",Action;Fighting;2D;3D,XboxOne,86,7.5,Up to 10 
1319,Gunman Clive HD Collection,2015,HorbergProductions,Miscellaneous;Compilation,WiiU,86,8.1,not specified
1320,Persona 4 Arena,2012,ArcSystemWorks,Action;Fighting;Fighting;2D;2D,PlayStation3,86,7.7,1-2 
1321,Viewtiful Joe 2,2004,CloverStudio,Action;Beat-'Em-Up,GameCube,86,8.3,1 Player
1322,Day of the Tentacle Remastered,2016,DoubleFineProductions,Adventure;Point-and-Click,PC,86,8.0,No Online Multiplayer
1323,The Elder Scrolls IV: Shivering Isles,2007,BethesdaSoftworks,Role-Playing;First-Person;First-Person;Western-Style,PC,86,8.4,1 Player
1324,Madden NFL 06,2005,EASports,Sports;Traditional;Football;Sim,GameCube,86,8.5,4  Online
1325,Xenoblade Chronicles 3D,2015,MonsterGamesInc.,Role-Playing;Action RPG,3DS,86,8.3,No Online Multiplayer
1326,Fire Emblem Fates: Birthright,2016,IntelligentSystems,Strategy;Turn-Based;Tactics,3DS,86,7.3,2 
1327,DiRT Rally,2015,Codemasters,Racing;Simulation;Automobile,PC,86,8.7,not specified
1328,Sonic Mania,2017,Tantalus,Action;Platformer;2D,Switch,86,8.8,No Online Multiplayer
1329,Rocket League,2015,Psyonix,Sports;Racing;Team;Soccer;Futuristic;Arcade,PC,86,8.2,not specified
1330,The Legend of Zelda: Twilight Princess HD,2016,"Tantalus,Tantatus,Nintendo",Action Adventure;General;Open-World,WiiU,86,8.5,not specified
1331,Dark Souls Remastered,2018,FromSoftware,Role-Playing;Action RPG,XboxOne,86,5.7,Up to 6 
1332,Injustice 2,2017,QLOC,Action;Fighting;2D,PC,86,7.8,Online Multiplayer
1333,The Legend of Heroes: Trails of Cold Steel,2015,Falcom,Role-Playing;Japanese-Style,PlayStation3,86,8.0,No Online Multiplayer
1334,Resogun: Heroes,2014,Housemarque,Action;Shooter;Scrolling;Shoot-'Em-Up;Horizontal,PlayStation4,86,7.3,not specified
1335,Tetris Party,2008,HudsonSoft,Miscellaneous;Puzzle;Puzzle;Puzzle;Stacking;Stacking,Wii,86,8.6,1-6 
1336,ESPN College Hoops 2K5,2004,VisualConcepts,Sports;Traditional;Basketball;Sim,PlayStation2,86,8.1,4  Online
1337,Allegiance,2000,MicrosoftGameStudios,Simulation;Sci-Fi;Space;Small Spaceship;Small Spaceship;Combat,PC,86,8.3,not specified
1338,Monster Hunter Generations,2016,Capcom,Role-Playing;Action RPG,3DS,85,8.0,Up to 4 
1339,Radiant Historia,2011,Atlus,Role-Playing;General;General;Japanese-Style,DS,85,8.5,No Online Multiplayer
1340,Shantae: Risky's Revenge,2010,WayForward,Action;Platformer;Platformer;2D;2D,DS,85,8.4,1 Player
1341,Castlevania: Portrait of Ruin,2006,Konami,Action;Role-Playing;Platformer;Platformer;Action RPG;2D;2D,DS,85,8.3,No Online Multiplayer
1342,Night in the Woods,2018,InfiniteFall,Action Adventure;Adventure;General,Switch,85,7.9,No Online Multiplayer
1343,Tom Clancy's Splinter Cell: Conviction,2010,UbisoftMontreal,Action Adventure;Modern;General;Modern,Xbox360,85,7.7,not specified
1344,Aggressive Inline,2002,"Z-Axis,Ltd.",Sports;Alternative;Skating,PlayStation2,85,8.7,1-2 
1345,The Talos Principle,2014,Croteam,Sci-Fi;Adventure;3D;First-Person,PC,85,8.5,No Online Multiplayer
1346,Cities: Skylines,2015,ColossalOrder,City Building;Modern;Strategy;Management;Government,PC,85,8.9,No Online Multiplayer
1347,DiRT Rally,2016,Codemasters,Racing;Simulation;Automobile,PlayStation4,85,8.0,Up to 8 
1348,Project Gotham Racing 4,2007,BizarreCreations,Driving;Racing;Simulation;GT / Street;GT / Street;Automobile,Xbox360,85,8.4,not specified
1349,Metroid Prime: Hunters,2006,"Nintendo,NintendoSoftwareTechnology",Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,DS,85,8.1,4  Online
1350,Thumper,2017,Drool,Action;Rhythm;Music,Switch,85,7.7,No Online Multiplayer
1351,Crypt of the NecroDancer,2016,BraceYourselfGames,Role-Playing;Action RPG,PlayStation4,85,6.7,not specified
1352,Metroid: Samus Returns,2017,MercurySteam,Action Adventure;Open-World,3DS,85,8.9,No Online Multiplayer
1353,OlliOlli2: Welcome to Olliwood,2015,roll7,Sports;Alternative;Individual;Skateboarding;Skate / Skateboard,PlayStationVita,85,7.0,not specified
1354,Dragon Quest VIII: Journey of the Cursed King,2017,Cygames,Role-Playing;Japanese-Style,3DS,85,8.6,No Online Multiplayer
1355,Midnight Club 3: DUB Edition Remix,2006,RockstarSanDiego,Driving;Racing;GT / Street,PlayStation2,85,8.8,8  Online
1356,NHL 08,2007,EACanada,Sports;Traditional;Team;Ice Hockey;Sim;Sim,Xbox360,85,8.2,1-8 
1357,Ni no Kuni: Wrath of the White Witch,2013,Level5,General;Role-Playing;Console-style RPG;Console-style RPG;Japanese-Style,PlayStation3,85,8.7,No Online Multiplayer
1358,The Wolf Among Us: Episode 1 - Faith,2013,TelltaleGames,Action Adventure;Adventure;Fantasy;General;Fantasy;Point-and-Click,PlayStation3,85,8.8,not specified
1359,UFC Undisputed 2010,2010,Yuke's,Action;Sports;Fighting;Fighting;Individual;Wrestling;Combat;Wrestling,PlayStation3,85,7.2,not specified
1360,Bad Request,not specified,not specified,no genre,not specified,not specified,not specified,not specified
1361,Plants vs. Zombies,2011,PopCap,Strategy;Real-Time;General;General;Fantasy;Defense,PlayStation3,85,7.9,not specified
1362,NBA Live 2004,2003,EASports,Sports;Traditional;Basketball;Sim,Xbox,85,8.2,1-4 
1363,NHL 2004,2003,EABlackBox,Sports;Traditional;Ice Hockey;Sim,Xbox,85,6.5,1-4 
1364,Hitman 2: Silent Assassin,2002,IoInteractive,Action Adventure;Modern,PlayStation2,85,7.8,1 Player
1365,Falcon 4.0,1998,"Atari,MicroProse",Simulation;Flight;Modern Jet;Modern Jet;Combat,PC,85,8.0,1-2 
1366,Tom Clancy's Rainbow Six,1998,RedStormEntertainment,Action;Shooter;Shooter;First-Person;Tactical;Modern;Modern,PC,85,8.4,1-8 
1367,Oddworld: Abe's Oddysee,1997,OddworldInhabitants,Action;Platformer;2D,PlayStation,85,8.9,1-2 
1368,Madden NFL 2005,2004,BudCat,Sports;Traditional;Team;Football;Sim;Sim,PC,85,6.4,2  Online
1369,Legend of Grimrock II,2014,AlmostHuman,Role-Playing;First-Person;Western-Style,PC,85,8.1,not specified
1370,Madden NFL 09,2008,EATiburon,Sports;Traditional;Team;Football;Sim;Sim,PlayStation3,85,4.4,4  Online
1371,Guitar Hero III: Legends of Rock,2007,NeversoftEntertainment,Action;Miscellaneous;Rhythm;Music;Music,Xbox360,85,8.0,1-2 
1372,The Sly Collection,2010,SanzaruGames,Action Adventure;Modern;Miscellaneous;Compilation;Compilation,PlayStation3,85,8.8,not specified
1373,Tatsunoko vs. Capcom: Ultimate All-Stars,2010,Eighting,Action;Fighting;Fighting;2D;2D,Wii,85,8.7,not specified
1374,"Sam & Max Episode 205: What's New, Beelzebub?",2008,TelltaleGames,Adventure;General;3D;Point-and-Click;Third-Person,PC,85,7.9,1 Player
1375,Daxter,2006,ReadyatDawn,Action;Platformer;Platformer;3D;3D,PSP,85,8.5,24  Online
1376,Dragon Age: Inquisition,2014,BioWare,PC-style RPG;Role-Playing;General;Action RPG;Western-Style,PC,85,5.9,Up to 4 
1377,Tales from the Borderlands: A Telltale Game Series,2015,TelltaleGames,Adventure;General,PC,85,8.5,not specified
1378,Hearthstone: Whispers of the Old Gods,2016,BlizzardEntertainment,Strategy;Turn-Based;Card Battle,PC,85,5.4,not specified
1379,MLB 08: The Show,2008,SCEASanDiegoStudios,Sports;Traditional;Team;Baseball;Sim;Sim,PlayStation3,85,8.7,2  Online
1380,Unreal Championship 2: The Liandri Conflict,2005,EpicGames,Action;Shooter;First-Person;Sci-Fi,Xbox,85,8.3,8  Online
1381,Yakuza 0,2018,RyugaGotokuStudios,Action Adventure;Open-World,PC,85,8.6,Up to 4 
1382,Firewatch,2016,CampoSanto,Adventure;3D;First-Person,XboxOne,85,4.3,not specified
1383,Battlefield 4,2013,EADICE,Action;Shooter;Shooter;First-Person;Modern;Modern;Arcade,PlayStation4,85,7.0,Up to 64 
1384,Tom Clancy's Rainbow Six: Vegas,2006,UbisoftMontreal,Action;Shooter;Shooter;First-Person;Tactical;Modern;Modern,PC,85,7.7,16  Online
1385,Super Street Fighter IV: 3D Edition,2011,Capcom,Action;Fighting;Fighting;3D;2D;3D,3DS,85,8.0,not specified
1386,City of Heroes,2004,ParagonStudios,Role-Playing;Massively Multiplayer Online;Massively Multiplayer;Modern;Modern,PC,85,8.4,Massively Multiplayer
1387,Mass Effect 3: Special Edition,2012,StraightRight,Action RPG;Role-Playing;Action RPG,WiiU,85,7.6,Up to 4 
1388,Castle Crashers,2010,TheBehemoth,Action;Beat-'Em-Up;Beat-'Em-Up;2D,PlayStation3,85,8.4,1-4 
1389,Pokemon Pearl Version,2007,GameFreak,Role-Playing;Console-style RPG;Console-style RPG;Trainer,DS,85,7.7,2 
1390,Lara Croft and the Guardian of Light,2010,CrystalDynamics,Action;Action Adventure;Adventure;Shooter;General;General;Third-Person;Modern,Xbox360,85,8.4,not specified
1391,BlazBlue: Chrono Phantasma Extend,2016,ArcSystemWorks,Action;Fighting;2D,PC,85,7.8,not specified
1392,SWAT 4,2005,IrrationalGames,Action;Shooter;Shooter;First-Person;Modern;Arcade,PC,85,8.6,16  Online
1393,Midnight Club II,2003,RockstarSanDiego,Driving;Racing;GT / Street,PlayStation2,85,8.6,1-8 
1394,Aggressive Inline,2002,"Z-Axis,Ltd.",Sports;Alternative;Skating,Xbox,85,7.7,1-2 
1395,Clive Barker's Undying,2001,DreamworksGames,Action;Shooter;Shooter;First-Person;Fantasy;Fantasy;Arcade,PC,85,8.8,1 Player
1396,Rollcage Stage II,2000,AttentionToDetail,Driving;Racing;Futuristic,PlayStation,85,8.9,not specified
1397,EverQuest,1999,SonyOnlineEntertainment,Role-Playing;Massively Multiplayer Online;Massively Multiplayer;Fantasy;Fantasy,PC,85,8.3,Massively Multiplayer
1398,F-Zero X,1998,Nintendo,Driving;Racing;Futuristic,Nintendo64,85,8.7,1-4 
1399,Trials Evolution: Origin of Pain,2012,RedLynx,Street;Driving;Racing;Simulation;Motorcycle;Automobile;Street,Xbox360,85,8.4,not specified
1400,Tom Clancy's Splinter Cell Double Agent,2006,UbisoftShanghai,Action Adventure;Modern;General;Modern,Xbox360,85,8.1,6  Online
1401,Pillars of Eternity: Complete Edition,2017,"ObsidianEntertainment,ParadoxArctic",Role-Playing;Western-Style,PlayStation4,85,7.7,No Online Multiplayer
1402,Bravely Default,2014,SiliconStudio,Console-style RPG;Role-Playing;Console-style RPG;Japanese-Style,3DS,85,8.4,No Online Multiplayer
1403,DOOM,2016,idSoftware,Sci-Fi;Third-Person;Action;Shooter;First-Person;Arcade,PlayStation4,85,8.3,Up to 12 
1404,Far Cry Instincts,2005,UbisoftMontreal,Action;Shooter;First-Person;Modern,Xbox,85,5.7,1-16 
1405,"Warhammer 40,000: Dawn of War II",2009,Relic,Strategy;Real-Time;Sci-Fi;Sci-Fi;General,PC,85,8.1,Online Multiplayer
1406,Dark Souls Remastered,2018,FromSoftware,Role-Playing;Action RPG,PlayStation4,85,6.2,Up to 6 
1407,Paradigm,2017,JacobJanerka,Adventure;Point-and-Click,PC,85,7.3,not specified
1408,NBA 2K14,2013,VisualConcepts,Sports;Traditional;Team;Basketball;Sim;Sim,PlayStation4,85,6.5,Up to 10 
1409,Battlefield 3,2011,EADICE,Action;Shooter;Shooter;First-Person;Modern;Tactical;Modern;Arcade,PlayStation3,85,7.5,Up to 24 
1410,Tekken Tag Tournament,2000,Namco,Action;Fighting;3D,PlayStation2,85,8.4,1-4 
1411,Onimusha 3: Demon Siege,2004,Capcom,Action Adventure;Fantasy,PlayStation2,85,8.6,1 Player
1412,Red Faction: Guerrilla,2009,VolitionInc.,Action;Shooter;Shooter;Third-Person;Sci-Fi;Sci-Fi;Arcade,PlayStation3,85,8.0,Up to 16 
1413,Final Fantasy X-2,2003,SquareSoft,Role-Playing;Console-style RPG,PlayStation2,85,6.6,1 Player
1414,Guacamelee! 2,2018,DrinkBoxStudios,Action;Platformer;2D,PC,85,7.3,Up to 4 
1415,Battlerite,2017,StunlockStudios,Strategy;Real-Time;MOBA,PC,85,7.5,Online Multiplayer
1416,Command & Conquer 3: Tiberium Wars,2007,EALA,Strategy;Real-Time;Sci-Fi;Sci-Fi;General,PC,85,8.0,No Online Multiplayer
1417,Madden NFL 10,2009,EATiburon,Sports;Traditional;Team;Football;Sim;Sim,Xbox360,85,6.1,2 
1418,Batman: Arkham Knight,2015,RocksteadyStudios,General;Fantasy;Action Adventure;Open-World,XboxOne,85,6.7,No Online Multiplayer
1419,Assassin's Creed III,2012,UbisoftQuebec,Action Adventure;Historic;Historic;Open-World,WiiU,85,7.2,not specified
1420,Astro Boy: Omega Factor,2004,Hitmaker,Action;Shooter;Scrolling,GameBoyAdvance,85,8.8,1 Player
1421,BlazBlue: Continuum Shift,2010,ArcSystemWorks,Action;Fighting;Fighting;2D;2D,Xbox360,85,8.7,not specified
1422,Life is Strange,2015,DONTNODEntertainment,Sci-Fi;Action Adventure;General,PlayStation4,85,8.6,No Online Multiplayer
1423,Bit.Trip Presents...Runner2: Future Legend of Rhythm Alien,2013,GaijinGames,Action;Miscellaneous;Rhythm;Music;Music,PC,85,8.2,No Online Multiplayer
1424,Hotline Miami,2012,Dennaton,Action;Action Adventure;General;General;Linear,PC,85,8.6,not specified
1425,Guitar Hero World Tour,2008,NeversoftEntertainment,Action;Miscellaneous;Rhythm;Music;Music,Xbox360,85,6.3,8  Online
1426,Nioh: Bloodshed's End,2017,TeamNinja,Role-Playing;Action RPG,PlayStation4,85,6.7,not specified
1427,Out of the Park Baseball 13,2012,OutOfTheParkDevelopments,Sports;Traditional;Team;Baseball;Sim;Sim,PC,85,8.2,not specified
1428,NHL 2004,2003,EASports,Sports;Traditional;Ice Hockey;Sim,GameCube,85,8.4,1-4 
1429,World Series Baseball,2002,Blueshift,Sports;Traditional;Baseball;Sim,Xbox,85,8.8,1-2 
1430,Wizardry 8,2001,Sir-TechSoftwareInc.,Role-Playing;First-Person;First-Person;General;Western-Style,PC,85,8.3,1 Player
1431,Aliens Versus Predator 2,2001,MonolithProductions,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PC,85,8.7,1-16 
1432,Operation Flashpoint: Cold War Crisis,2001,BohemiaInteractive,Action;Shooter;Shooter;First-Person;Tactical;Modern;Modern,PC,85,8.8,1-16 
1433,Rumble Racing,2001,ElectronicArts,Driving;Racing;Arcade,PlayStation2,85,8.4,1-2 
1434,Metal Slug X,2001,ProSoft,Action;Shooter;Scrolling,PlayStation,85,8.7,1-2 
1435,Tropico,2001,PopTopSoftware,Strategy;Miscellaneous;Real-Time;Management;Compilation;Modern;Modern;Government,PC,85,8.3,1 Player
1436,Giants: Citizen Kabuto,2000,PlanetMoonStudios,Action;Shooter;Shooter;Third-Person;Sci-Fi;Sci-Fi;Arcade,PC,85,8.9,1-10 
1437,MotoGP 3: Ultimate Racing Technology,2005,ClimaxGroup,Driving;Racing;Motorcycle;Street,Xbox,85,8.4,16  Online
1438,Rocket League,2015,"Psyonix,PanicButton",Racing;Futuristic;Sports;Team;Soccer;Arcade,PlayStation4,85,8.6,Up to 8 
1439,Dead or Alive 4,2005,TeamNinja,Action;Fighting;Fighting;3D;3D,Xbox360,85,8.2,16  Online
1440,NASCAR SimRacing,2005,EATiburon,Driving;Racing;Simulation;Stock Car;Stock Car;Automobile,PC,85,4.7,44  Online
1441,Pure,2008,BlackRockStudio,Driving;Racing;Arcade;Arcade;Automobile,Xbox360,85,7.6,Up to 16 
1442,LocoRoco 2,2009,SCEJapanStudio,Action;Platformer;Platformer;2D;2D,PSP,85,8.5,1-4 
1443,Crysis 2,2011,Crytek,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PlayStation3,85,7.3,Up to 12 
1444,The Lord of the Rings Online: Mines of Moria,2008,TurbineInc.,Role-Playing;Massively Multiplayer Online;Massively Multiplayer;Fantasy;Fantasy,PC,85,8.2,Massively Multiplayer
1445,SoulCalibur IV,2008,Namco,Action;Fighting;Fighting;3D;3D,PlayStation3,85,7.8,4  Online
1446,Kingdom Hearts,2002,SquareSoft,Role-Playing;Action RPG,PlayStation2,85,8.8,1 Player
1447,The Binding of Isaac: Afterbirth,2015,Nicalis,Action;Shooter;Shoot-'Em-Up;Top-Down,PC,85,8.2,not specified
1448,Hotline Miami,2013,"AbstractionGames,Dennaton",Action;Action Adventure;General;General;Linear,PlayStationVita,85,8.4,not specified
1449,Amnesia: The Dark Descent,2010,FrictionalGames,Action Adventure;Horror;Horror;Survival,PC,85,8.6,not specified
1450,SoulCalibur IV,2008,Namco,Action;Fighting;Fighting;3D;3D,Xbox360,85,7.9,4  Online
1451,Project Gotham Racing,2001,BizarreCreations,Driving;Racing;GT / Street,Xbox,85,8.2,1-4 
1452,Fable,2004,BigBlueBox,Role-Playing;Action RPG,Xbox,85,8.4,1 Player
1453,Forza Horizon,2012,"PLAYGROUND,PlaygroundGames",Driving;Racing;Simulation;GT / Street;GT / Street;Automobile,Xbox360,85,8.4,Up to 8 
1454,Chaos Reborn,2015,SnapshotGamesInc.,Fantasy;Strategy;Turn-Based;General,PC,85,8.3,not specified
1455,Assassin's Creed Origins,2017,"Ubisoft,UbisoftMontreal",Action Adventure;Open-World,XboxOne,85,7.5,No Online Multiplayer
1456,GTR: FIA GT Racing Game,2005,SimBin,Driving;Racing;Simulation;GT / Street;Automobile,PC,85,8.6,Up to 60 
1457,Final Fantasy IX,2017,"SquareSoft,SquareEnix",Role-Playing;Japanese-Style,PlayStation4,85,8.3,No Online Multiplayer
1458,Shadow Hearts: Covenant,2004,Nautilus,Role-Playing;Console-style RPG,PlayStation2,85,9.0,1 Player
1459,Rogue Legacy,2014,CellarDoorGames,Action;Platformer;Platformer;2D;2D,PlayStationVita,85,7.8,1 Player
1460,Madden NFL 10,2009,EATiburon,Sports;Traditional;Team;Football;Sim;Sim,PlayStation3,85,6.8,2 
1461,Syphon Filter: Logan's Shadow,2007,SonyBend,Action;Shooter;Shooter;Third-Person;Modern;Modern;Arcade,PSP,85,8.8,8  Online
1462,Football Manager 2011,2010,SportsInteractive,Sports;Traditional;Team;Soccer;Management;Management,PC,85,8.3,not specified
1463,Dust: An Elysian Tail,2013,HumbleHearts,Role-Playing;Action RPG;Action RPG,PC,85,8.5,No Online Multiplayer
1464,NBA Live 2005,2004,EACanada,Sports;Traditional;Basketball;Sim,Xbox,85,7.6,2  Online
1465,NHL 2004,2003,EASports,Sports;Traditional;Ice Hockey;Sim,PlayStation2,85,7.6,1-8 
1466,NFL 2K2,2001,VisualConcepts,Sports;Traditional;Football;Sim,PlayStation2,85,7.5,1-8 
1467,South Park: The Stick of Truth,2014,ObsidianEntertainment,Role-Playing;General;General,PC,85,8.6,No Online Multiplayer
1468,Yakuza Kiwami 2,2018,Sega,Action Adventure;Open-World,PlayStation4,85,8.7,No Online Multiplayer
1469,Final Fantasy XII: The Zodiac Age,2018,SquareEnix,Role-Playing;Japanese-Style,PC,85,5.9,No Online Multiplayer
1470,Monkey Island 2 Special Edition: LeChuck's Revenge,2010,LucasArts,Adventure;General;General;Point-and-Click,Xbox360,85,8.4,not specified
1471,Assassin's Creed III,2012,Ubisoft,Action Adventure;Historic;Historic;Open-World,PlayStation3,85,6.9,Up to 8 
1472,Fire Emblem: The Sacred Stones,2005,IntelligentSystems,Strategy;Turn-Based;Fantasy,GameBoyAdvance,85,9.0,1-4 
1473,Dragon Age: Inquisition,2014,BioWare,General;Role-Playing;General;Action RPG;Western-Style,XboxOne,85,7.0,Up to 4 
1474,Dark Souls: Prepare to Die Edition,2012,FromSoftware,Role-Playing;Action RPG;Action RPG,PC,85,7.6,Online Multiplayer
1475,The Binding of Isaac: Afterbirth +,2017,EdmundMcMillen,Action;Shooter;Shoot-'Em-Up;Top-Down,Switch,85,8.1,No Online Multiplayer
1476,NBA 2K13,2012,VisualConcepts,Sports;Traditional;Team;Basketball;Sim;Sim,WiiU,85,7.1,1 Player
1477,Shadow Tactics: Blades of the Shogun,2016,MimimiProductions,Strategy;Real-Time;Tactics,PC,85,8.5,No Online Multiplayer
1478,Super Smash Bros. for Nintendo 3DS,2014,BandaiNamcoGames,Fighting;3D;2D;Action;Fighting;2D;3D,3DS,85,8.6,Up to 4 
1479,Medieval II: Total War Kingdoms,2007,CreativeAssembly,Strategy;Real-Time;Historic;General,PC,85,8.8,8  Online
1480,Call of Duty: World at War,2008,Treyarch,Action;Shooter;Shooter;First-Person;Historic;Historic;Arcade,PlayStation3,85,7.6,Up to 18 
1481,West of Loathing,2018,AsymmetricPublications,Role-Playing;General,Switch,85,7.7,No Online Multiplayer
1482,DJMax Respect,2018,RockyStudio,Action;Rhythm;Music,PlayStation4,85,7.5,2 
1483,SUPERHOT VR,2016,SUPERHOT,Action;Shooter;First-Person;Tactical,PC,85,6.8,No Online Multiplayer
1484,Pro Evolution Soccer 2017,2016,Konami,Sports;Team;Soccer;Sim,PlayStation4,85,7.4,Up to 22 
1485,Resogun: Defenders,2015,Housemarque,Action;Shooter;Shoot-'Em-Up;Horizontal,PlayStation4,85,7.1,not specified
1486,Shovel Knight,2014,YachtClubGames,Platformer;2D;Action;Platformer;2D,PC,85,8.0,not specified
1487,Final Fantasy X / X-2 HD Remaster,2014,Virtuos,Role-Playing;Miscellaneous;Console-style RPG;Compilation;Compilation,PlayStation3,85,8.5,No Online Multiplayer
1488,DmC: Devil May Cry,2013,"NinjaTheory,QLOC",Action;General;Action Adventure;Fantasy;General;Fantasy;Linear,PC,85,6.8,No Online Multiplayer
1489,The Legend of Zelda: Four Swords Anniversary Edition,2011,GREZZO,Action Adventure;Fantasy;General;Fantasy,DS,85,7.4,not specified
1490,Maboshi's Arcade,2008,Mindware,Miscellaneous;Puzzle;Action;Puzzle;Puzzle;Action,Wii,85,7.8,1-3 
1491,Peggle Deluxe,2007,PopCap,Miscellaneous;Puzzle;Action;Puzzle;Puzzle;Action,PC,85,8.1,not specified
1492,Viewtiful Joe 2,2004,CloverStudio,Action;Beat-'Em-Up,PlayStation2,85,7.8,1 Player
